AT1G30630	21
AT5G65800	83
AT3G10450	28
AT2G46640	3
AT4G19390	10
AT4G13530	77
AT2G04800	78
AT4G37910	94
AT1G50450	46
AT2G02120	59
AT3G13180	1
AT3G57020	4
AT3G21110	94
AT5G33390	89
AT5G48070	30
AT1G69920	17
AT3G21630	18
AT5G55830	100
AT3G57800	86
AT1G74860	10
AT1G74710	14
AT1G20370	94
AT1G64570	68
AT1G65690	56
AT3G47070	74
AT5G51100	80
AT3G14200	9
AT4G12480	35
AT1G10870	65
AT3G10985	69
AT3G10230	14
AT3G14750	90
AT1G75400	72
AT5G53160	86
AT4G13750	94
AT5G09840	94
AT5G58460	0
AT2G27830	10
AT3G26850	46
AT5G07990	31
AT5G61830	72
AT1G09730	10
AT1G15470	5
AT3G12580	4
AT2G38650	65
AT3G28730	90
AT2G24330	81
AT2G29570	91
AT5G15640	59
AT5G15310	95
AT2G31260	52
AT5G15860	49
AT2G28950	36
AT1G20950	21
AT1G18720	47
AT4G38960	48
AT3G55560	38
AT2G21370	71
AT5G57080	1
AT5G45240	53
AT4G18280	25
AT3G24670	29
AT3G48570	29
AT1G01950	45
AT1G08460	88
AT2G45690	57
AT2G29310	13
AT2G45340	74
AT3G52290	29
AT5G37670	4
AT3G02870	14
AT3G02875	45
AT2G41190	77
AT1G73720	6
AT4G10250	2
AT1G61590	83
AT3G19440	94
AT1G73120	61
AT5G22550	90
AT5G04360	80
AT4G18130	9
AT2G13290	25
AT3G07130	3
AT5G40840	67
AT1G08600	31
AT1G03260	12
AT5G09590	42
AT1G15750	38
AT1G19580	5
AT5G49520	50
AT1G09570	6
AT3G23605	33
AT4G00420	95
AT1G14150	44
AT2G37630	95
AT5G43670	68
AT1G13750	30
AT3G49620	12
AT2G39290	37
AT3G42630	10
AT1G19050	40
AT4G16950	8
AT2G23200	35
AT2G22000	11
AT3G46130	27
AT1G22360	35
AT5G10230	85
AT4G17530	49
AT2G17975	12
AT2G17972	74
AT4G15020	41
AT1G27700	65
AT2G35770	16
AT3G07790	90
AT5G61510	11
AT5G56020	86
AT5G67230	19
AT2G04780	65
AT4G27300	14
AT4G19660	33
AT3G51240	85
AT1G32540	88
AT1G56210	29
AT2G41330	65
AT5G56180	57
AT4G16480	70
AT5G41710	64
AT4G17280	21
AT3G50590	43
AT5G60710	75
AT2G40316	34
ATCG00810	39
AT2G48120	46
AT5G45160	33
AT5G35735	8
AT5G47000	4
AT3G03830	83
AT1G27480	44
AT3G11110	7
AT1G51080	47
AT2G46870	9
AT5G67330	31
AT1G16850	47
AT1G77240	64
AT1G12800	13
AT1G18980	76
AT5G55640	76
AT5G01280	53
AT1G17455	18
AT3G18230	10
AT5G05900	64
AT3G14560	49
AT5G17010	31
AT3G49845	52
AT5G18840	75
AT1G22310	10
AT3G56270	74
AT1G64640	66
AT1G55740	42
AT5G67480	75
AT4G29070	14
AT5G65630	80
AT3G53240	68
AT5G61440	79
AT1G51620	53
AT3G47440	64
AT4G28210	26
AT2G28570	69
AT2G46250	38
AT5G44250	6
AT1G67730	3
AT1G45110	20
AT3G14690	4
AT4G22910	54
AT5G12120	90
AT5G62850	24
AT2G16365	25
AT3G54900	14
AT4G37760	14
AT3G21600	94
AT1G31950	29
AT5G44920	78
AT5G44290	34
AT3G01740	90
AT3G06210	10
AT4G12830	74
AT3G56050	76
AT1G30570	70
AT4G35720	69
AT2G25570	31
AT5G59830	10
AT3G20320	39
AT3G25130	37
AT4G37580	6
AT1G11790	74
AT3G13510	36
AT2G39900	35
AT2G43200	38
AT1G56670	85
AT5G52640	4
AT5G13840	100
AT1G21550	0
AT5G07500	99
AT3G21580	46
AT5G40690	34
AT5G04880	88
AT5G20950	54
AT1G80160	6
AT5G40340	10
AT1G71970	83
AT4G08880	64
AT2G45750	32
AT2G35170	69
AT2G20840	70
AT3G52190	2
AT3G57230	34
AT1G53170	48
AT4G27890	11
AT5G15410	77
AT4G34230	3
AT3G06520	89
AT2G32740	64
AT5G13150	32
AT4G16500	69
AT4G34580	30
AT4G39400	69
AT2G38465	25
AT3G48490	34
AT5G04770	86
AT5G16505	90
AT5G62140	74
AT1G70590	10
AT3G52370	92
AT4G05330	88
AT2G28540	93
AT1G69260	49
AT3G26440	62
AT4G25790	30
AT4G25820	30
AT2G42400	10
AT4G10130	10
AT4G34050	85
AT3G62410	44
AT1G04110	100
AT1G20030	73
AT1G72440	94
AT1G33080	20
AT4G11660	85
AT4G19410	29
AT1G60850	94
AT5G51930	0
AT1G63600	17
AT1G53530	20
AT1G53560	61
AT2G25900	61
AT5G53200	14
AT5G18680	35
AT5G58870	7
AT3G17611	42
AT1G70620	88
AT2G40410	86
AT2G36485	31
AT2G44800	67
AT1G14360	2
AT4G14340	12
AT1G61100	86
AT4G00300	50
AT1G73820	75
AT5G45380	92
AT3G54040	51
AT3G16690	77
AT5G04080	76
AT2G43790	70
AT3G27610	78
AT1G72660	42
AT3G57810	42
AT1G15410	66
AT3G29290	74
AT1G15940	11
AT3G22740	17
AT4G01430	70
AT1G69690	83
AT1G50910	67
AT2G36730	1
AT1G77010	59
AT5G18060	83
AT1G26390	53
AT1G18060	13
AT3G44800	84
AT4G26850	85
AT1G22880	39
AT1G22550	76
AT5G10930	85
AT5G45480	39
AT3G48720	39
AT4G35987	34
AT1G43560	37
AT2G23540	23
AT4G30800	94
AT5G67390	56
ATCG01010	95
AT5G49950	31
AT1G11530	33
AT2G46710	70
AT5G64840	60
AT5G60540	59
AT1G55240	52
AT5G64170	7
AT1G14890	69
AT1G72810	74
AT3G12820	98
AT1G66100	61
AT4G23630	42
AT1G22770	25
AT4G23320	55
AT1G72360	68
AT1G33330	40
AT1G62510	4
AT3G07650	75
AT1G62750	60
AT3G51500	10
AT1G67500	10
AT3G04870	74
AT2G01900	78
AT2G44660	29
AT3G04650	28
AT1G15730	39
AT3G58620	82
AT3G23160	36
AT2G30900	64
AT3G56880	33
AT1G74260	94
AT4G18930	35
AT4G18425	14
AT2G21560	49
AT1G09430	68
AT2G32100	13
AT1G17840	3
AT1G17665	59
AT3G24740	90
AT3G03150	79
AT4G08300	78
AT5G01075	19
AT5G17220	16
AT3G20660	68
AT5G02250	38
AT1G49000	90
AT1G29460	83
AT1G59870	100
AT3G15570	71
AT5G25170	82
AT5G47490	21
AT2G21940	11
AT5G01610	82
AT1G54110	63
AT5G43380	21
AT5G20520	70
AT2G38970	65
AT1G48090	72
AT4G32980	74
AT1G72140	51
AT1G11670	91
AT3G57220	39
AT3G01080	53
AT5G64660	35
AT2G32560	14
AT4G33050	50
AT2G47310	26
AT5G55580	81
AT4G17070	86
AT2G37050	90
AT1G03055	14
AT1G65900	71
AT5G51690	93
AT5G65390	69
AT1G13810	28
AT4G12130	42
AT3G53900	37
AT4G02150	100
AT5G59130	9
AT3G13160	1
AT1G70360	68
AT5G28520	7
AT4G13510	80
AT3G01220	69
AT3G01550	14
AT1G07280	80
AT1G11410	76
AT3G57040	48
AT1G78170	73
AT5G47800	44
AT3G12530	1
AT1G79560	26
AT3G62500	64
AT1G30960	94
AT3G06680	58
AT5G54180	47
AT5G62440	94
AT2G36900	86
AT3G03960	58
AT5G15180	27
AT5G58400	89
AT1G75460	13
AT5G03340	11
AT5G03610	29
AT1G78280	6
AT4G10890	93
AT5G65530	51
AT1G74590	35
AT2G38670	47
AT2G29550	100
AT4G30230	2
AT4G24750	40
AT4G37240	50
AT2G16190	53
AT5G62620	81
AT1G80840	6
AT4G38410	30
AT4G34910	58
AT3G55500	38
AT5G57060	69
AT2G42890	12
AT5G42810	48
AT1G30210	59
AT3G53760	54
AT4G04210	76
AT2G24230	71
AT4G08940	41
AT2G13100	59
AT4G35060	76
AT1G10230	94
AT2G29330	50
AT2G45320	10
AT4G39090	35
AT1G60190	49
AT2G16990	13
AT1G01970	28
AT3G17420	92
AT4G13770	16
AT5G09820	95
AT5G46040	69
AT2G17640	72
AT3G02850	27
AT3G19130	81
AT1G04250	3
AT4G14200	91
AT4G10270	45
AT1G22960	28
AT5G42600	27
AT3G62620	93
AT1G66660	20
AT5G04340	31
AT1G60990	37
AT2G39100	68
AT2G43290	66
AT3G29590	2
AT1G60440	82
AT2G34357	94
AT5G18210	86
AT2G22990	13
AT2G28930	54
AT1G75880	100
AT1G14130	35
AT5G14570	38
AT1G54340	75
AT5G23190	52
AT4G29190	96
AT3G46560	58
AT2G29630	80
AT4G31360	39
AT1G56180	38
AT3G49600	41
AT4G25580	6
AT5G10210	77
AT2G47670	46
AT2G22570	18
AT2G19970	78
AT1G03530	28
AT5G25340	67
AT1G22340	17
AT4G11050	21
AT5G47390	61
AT3G45740	45
AT5G47640	74
AT1G05070	95
AT1G01750	30
AT3G22680	20
AT4G22753	95
AT4G27320	61
AT4G19600	90
AT3G04460	20
AT2G41310	62
AT1G76240	22
AT2G44490	87
AT3G26700	65
AT3G02140	12
ATCG00760	36
AT4G00440	74
AT2G40370	0
AT3G07510	86
AT5G47020	33
AT1G66840	74
AT2G48140	52
AT1G69480	7
AT4G02810	16
AT4G27180	21
AT5G24160	9
AT3G15357	94
AT3G04790	44
AT1G49630	20
AT1G77220	68
AT3G43960	21
AT3G23080	87
AT5G05250	46
AT3G24530	66
AT3G47600	88
AT1G17300	66
AT2G21880	22
AT5G63820	25
AT1G71770	84
AT4G32650	68
AT2G36220	33
AT1G50110	44
AT2G26210	12
AT3G47960	74
AT1G02220	49
AT4G29720	16
AT5G64470	9
AT5G60730	94
AT2G22680	90
AT1G64620	24
AT1G55760	51
AT4G28890	34
AT3G59090	88
AT4G28230	100
AT4G21580	15
AT4G12580	3
AT3G53220	1
AT3G47930	26
AT1G68990	28
AT1G45130	21
AT3G52220	31
AT3G09050	44
AT3G54920	70
AT1G67710	86
AT4G37740	75
AT3G58010	59
AT1G23760	61
AT1G31970	81
AT1G35290	44
AT1G31790	1
AT4G26270	47
AT3G53590	64
AT1G30510	76
AT4G04910	73
AT1G68190	70
AT1G06830	39
AT5G59850	58
AT4G24690	33
AT1G12680	86
AT4G02360	31
AT1G22400	79
AT5G50400	45
AT3G20300	87
AT1G29250	94
AT1G70820	8
AT1G75670	94
AT3G19960	59
AT5G58670	8
AT1G03970	93
AT1G11880	5
AT3G51730	61
AT5G13820	82
AT3G15630	79
AT5G54790	37
AT1G71990	70
AT1G10680	84
AT2G30470	38
AT5G19530	79
AT3G52170	58
AT4G13980	90
AT2G34500	82
AT2G17340	74
AT2G01460	90
AT2G06850	69
AT2G32765	40
AT3G05910	66
AT5G13170	4
AT1G20230	26
AT2G12190	89
AT2G40330	75
AT4G21720	65
AT2G29450	85
AT5G23760	72
AT2G30695	37
AT4G39130	0
AT4G39420	67
AT1G19680	90
AT4G34240	14
AT5G58090	68
AT3G26460	62
AT1G01630	92
AT1G74100	76
AT3G12150	29
AT1G04130	42
AT2G42130	37
AT5G51310	62
AT5G60890	76
AT4G01630	3
AT1G01560	53
AT1G72460	64
AT1G60870	86
AT5G18660	23
AT2G44860	58
AT5G15290	77
AT2G27660	53
ATCG00590	43
AT1G04390	15
AT5G50720	61
AT1G14300	20
AT3G16810	89
AT1G65290	65
AT2G38330	37
AT1G13195	45
AT5G04750	34
AT3G22760	95
AT4G01450	19
AT4G31790	94
AT2G39310	92
AT2G18340	64
AT5G11530	68
AT1G36160	85
AT1G22570	25
AT5G10910	28
AT3G19090	84
AT5G66390	51
AT5G66420	2
AT3G45190	72
AT5G66930	34
AT1G10960	85
AT1G21980	6
AT4G35300	9
AT4G11600	47
AT4G30825	16
AT2G23560	39
AT2G41760	86
AT1G73655	80
AT2G26580	80
AT4G31420	10
AT5G46700	92
AT4G32680	10
AT5G24570	66
AT2G18690	50
AT1G55510	79
AT1G26665	90
AT1G26660	20
AT5G46250	12
AT5G42010	75
AT5G52060	85
AT1G73650	14
AT1G22750	14
AT2G40140	75
AT1G13650	14
AT1G13300	86
AT3G07670	46
AT1G66430	100
AT3G03310	90
AT3G54380	10
AT5G39610	6
AT3G56370	74
AT3G04630	29
AT1G62730	1
AT3G54000	24
AT1G77690	65
AT3G23410	16
AT4G18400	70
AT5G10660	55
AT1G77260	19
AT5G52320	2
AT1G09415	88
AT1G09140	11
AT2G32160	7
AT5G14960	25
AT3G03170	25
AT3G24715	78
AT2G30990	50
AT4G22160	86
AT2G20670	86
AT1G29400	69
AT1G49570	35
AT2G25530	85
AT3G46210	20
AT5G64390	10
AT2G32220	58
AT5G59490	56
AT4G33150	69
AT3G60590	10
AT5G57850	34
AT2G35920	38
AT1G51450	64
AT2G07180	70
AT2G03740	0
AT2G46420	85
AT2G29390	74
AT5G67110	74
AT3G50920	81
AT3G09760	38
AT5G64640	59
AT4G17090	95
AT1G27050	94
AT1G03070	14
AT4G33030	65
AT5G51670	61
AT3G53960	9
AT1G65960	35
AT5G14105	20
AT5G59440	38
AT3G10410	80
AT2G04240	33
AT2G46680	49
AT5G06200	51
AT5G02230	85
AT1G31580	74
AT5G58790	67
AT1G75190	10
AT1G07510	42
AT5G03180	72
AT1G78110	70
AT5G47820	78
AT4G34680	78
AT4G28390	72
AT1G79500	91
AT4G09520	2
AT2G33170	70
AT5G02580	83
AT1G80370	54
AT5G06060	4
AT3G26890	88
AT5G13580	52
AT5G07330	97
AT3G10040	0
AT1G34150	10
AT1G65380	97
AT1G54820	13
AT5G48630	40
AT5G05090	87
AT2G29530	58
AT1G50490	54
AT5G28500	23
AT4G37260	68
AT4G10070	20
AT1G76020	56
AT3G44100	85
AT5G57040	13
AT1G73690	0
AT1G20910	81
AT5G45280	21
AT4G18240	47
AT2G21330	14
AT1G71830	65
AT1G10740	48
AT2G40960	88
AT3G56330	28
AT3G09850	93
AT1G21060	15
AT4G08920	70
AT1G60600	23
AT4G13790	69
AT1G75440	88
AT2G43430	12
AT5G38820	30
AT3G19400	71
AT1G74310	42
AT5G04320	95
AT5G12980	20
AT1G68440	48
AT3G11840	50
AT2G35320	79
AT1G44170	56
AT1G19270	87
AT2G28660	79
AT3G02340	86
AT5G15600	60
AT5G18270	3
AT1G42550	48
AT5G14000	69
AT2G37670	21
AT5G14550	59
AT5G56790	38
AT5G27410	78
AT3G61950	44
AT3G49660	94
AT1G56430	62
AT2G04400	41
AT2G44300	92
AT2G28000	94
AT5G49700	90
AT2G17660	67
AT3G02830	74
AT5G25810	71
AT2G24960	89
AT1G72250	100
AT5G58220	86
AT5G23240	80
AT4G15790	74
AT2G04740	28
AT1G67950	21
AT5G39410	59
AT5G67270	100
AT2G41480	30
AT2G36670	90
AT5G18490	50
AT2G41370	38
AT4G20880	18
AT1G47330	57
AT5G49560	81
AT1G14440	71
AT1G17140	23
AT1G17145	10
AT3G60920	63
AT1G13460	76
AT3G24330	64
AT3G49080	58
AT5G42470	68
AT5G20790	46
AT2G28870	80
AT1G16810	33
AT2G26180	74
AT1G21130	87
AT1G77200	77
AT1G77750	26
AT5G24140	3
AT1G55160	12
AT5G10580	78
AT4G36650	64
AT2G22510	52
AT5G05270	74
AT5G61260	18
AT1G17360	60
AT5G01930	78
AT5G17050	85
AT1G42970	36
AT5G22620	23
AT3G14520	63
AT1G28410	34
AT5G02910	93
AT5G40390	14
AT5G63800	73
AT4G16265	58
AT1G02205	85
AT1G80560	39
AT4G26070	54
AT1G49960	46
AT3G05750	74
AT1G64970	7
AT5G02830	74
AT1G64600	26
AT4G29700	35
AT2G40420	86
AT5G42220	42
AT4G17790	70
AT1G03457	86
AT1G80050	88
AT5G45700	100
AT5G61400	1
AT2G11890	58
AT3G47480	98
AT4G27700	13
AT2G46740	34
AT2G46210	29
AT4G24500	38
AT1G67770	64
AT4G37010	12
AT2G46860	30
AT1G23030	66
AT2G02370	10
AT1G23740	14
AT5G48930	60
AT2G10940	66
AT1G30620	46
AT3G21810	90
AT1G09350	13
AT3G10600	0
AT1G61990	28
AT1G08370	72
AT4G12300	9
AT4G19830	13
AT4G02430	10
AT4G02340	25
AT5G59650	99
AT5G50420	65
AT3G23940	26
AT1G49210	79
AT3G46530	80
AT3G13550	68
AT2G25760	33
AT5G13770	48
AT5G13800	57
AT3G15650	92
AT2G30320	41
AT5G16720	70
AT5G62980	75
AT1G01260	6
AT3G52155	54
AT3G52150	37
AT3G52470	92
AT4G25630	94
AT5G26731	18
AT5G26040	57
AT1G30550	70
AT4G17870	39
AT1G30530	74
AT3G06250	38
AT5G62180	69
AT5G16540	52
AT3G52840	87
AT5G43840	77
AT5G53020	76
AT3G17380	78
AT1G68700	67
AT2G25355	94
AT5G48000	62
AT2G41560	38
AT3G21360	15
AT3G05880	35
AT1G20070	13
AT5G22290	15
AT5G38610	56
AT1G78510	85
AT5G37370	6
AT4G19450	31
AT3G61890	49
AT3G17120	76
AT1G15180	90
AT2G31320	28
AT5G18640	18
AT5G17610	70
AT3G44590	58
AT1G54540	52
AT5G14760	24
AT4G28610	72
AT3G01150	93
AT3G16830	45
AT1G52660	32
AT2G38310	39
AT3G48450	0
AT3G48100	50
AT1G05630	30
AT1G21350	23
AT2G39370	78
AT1G15980	23
AT2G47240	100
AT2G28490	97
AT5G11510	100
AT2G41630	90
AT4G32330	21
AT4G14630	30
AT2G18360	30
AT1G12640	78
AT4G36530	13
AT1G66520	26
AT5G66400	9
AT3G27750	26
AT4G35320	3
AT1G33040	44
AT4G37130	81
AT1G08980	88
AT2G45460	38
AT3G11430	52
AT2G44510	94
AT5G63320	25
AT1G32640	56
AT5G24800	78
AT1G02050	90
AT1G14580	9
AT1G62090	89
AT1G14850	38
AT5G49910	41
AT4G36790	68
AT3G12860	28
AT5G24850	85
AT4G24880	10
AT2G40160	65
AT2G37790	44
AT5G42030	71
AT1G68650	76
AT3G03370	83
AT4G11950	17
AT1G13670	80
AT2G01940	10
AT3G23430	78
AT4G00700	78
AT5G48850	74
AT5G52300	4
AT1G76360	73
AT4G18465	93
AT5G14940	96
AT4G18460	37
AT3G03190	16
AT5G59720	16
AT4G08690	34
AT5G27600	11
AT1G13580	65
AT5G01030	24
AT4G15475	12
AT1G48970	10
AT5G17910	34
AT5G63630	20
AT4G27280	82
AT1G73340	27
AT2G25510	44
AT3G46940	91
AT1G52870	14
AT3G46230	4
AT5G60850	61
AT4G17300	100
AT2G22720	90
AT1G09290	38
AT4G23940	41
AT4G08210	47
AT1G54150	68
AT1G27150	96
AT3G18030	10
AT3G12110	19
AT2G30970	81
AT5G61670	60
AT3G18035	68
AT4G22540	87
AT4G22010	36
AT2G46910	13
AT1G69523	74
AT1G62710	4
AT5G58450	58
AT5G64110	70
AT5G48540	60
AT4G26620	90
AT1G35550	89
AT2G01610	73
AT1G03090	79
AT4G33010	14
AT1G76890	86
AT5G55540	54
AT5G05680	90
AT1G70170	52
AT1G27030	92
AT3G53940	28
AT1G74940	87
AT3G18350	87
AT1G06110	90
AT2G33230	84
AT5G43070	37
AT5G20380	7
AT1G16170	29
AT5G53870	24
AT5G06265	95
AT3G20800	75
AT3G25870	57
AT5G07130	52
AT5G03160	4
AT3G01260	79
AT3G21175	93
AT5G48090	35
AT1G09830	94
AT5G07680	95
AT1G79520	7
AT2G42320	98
AT3G30380	93
AT3G47540	74
AT3G47010	86
AT5G38110	29
AT1G28330	18
AT2G33150	57
AT2G23240	63
AT3G54680	48
AT4G25420	96
AT4G32940	56
AT5G06080	63
AT1G23480	39
AT5G03300	91
AT1G52410	23
AT3G53410	10
AT5G61890	17
AT4G28110	49
AT3G59910	24
AT1G11060	38
AT3G28200	66
AT3G56680	38
AT1G22490	25
AT5G12340	22
AT1G15460	14
AT3G20770	6
AT4G13220	28
AT4G13550	4
AT4G37200	13
AT1G07570	48
AT2G42580	86
AT1G73670	14
AT2G42850	43
AT1G17550	4
AT4G18260	68
AT1G10760	8
AT2G40980	29
AT3G56350	97
AT3G27925	13
AT1G71810	74
AT5G60900	84
AT2G45670	70
AT1G60660	65
AT1G75310	68
AT3G17465	20
AT3G12470	84
AT5G57790	89
AT1G74370	10
AT4G14240	76
AT3G27690	14
AT2G38760	3
AT2G46470	38
AT4G39850	4
AT5G08370	76
AT2G30150	85
AT2G35300	97
AT5G16970	1
AT5G43980	63
AT1G19520	94
AT1G19250	82
AT4G01280	7
AT4G31140	45
AT2G34310	4
AT2G23420	60
AT2G39140	20
AT2G31790	16
AT5G18250	20
AT1G16970	94
AT5G14530	90
AT4G30630	18
AT5G57140	25
AT2G28960	83
AT1G01240	96
AT4G15260	68
AT5G57440	54
AT5G63130	4
AT3G59370	22
AT1G56145	68
AT3G43670	87
AT5G58910	0
AT3G02760	28
AT1G61820	50
ATMG01020	0
AT2G44980	68
AT5G49760	71
AT1G66080	31
AT1G33700	70
